county,school_dist,pupil_total,stable,mobile,mobile_instances,disabled_pupil_total,disabled_stable,disabled_mobile,disabled_mobile_instances,limited_eng_pupil_total,limited_eng_stable,limited_eng_mobile,limited_eng_mobile_instances,poor_pupil_total,poor_stable,poor_mobile,poor_mobile_instances,migrant_pupil_total,migrant_stable,migrant_mobile,migrant_mobile_instances,title_1_pupil_total,title_1_stable,title_1_mobile,title_1_mobile_instances,homeless_pupil_total,homeless_stable,homeless_mobile,homeless_mobile_instances,gifted_pupil_total,gifted_stable,gifted_mobile,gifted_mobile_instances,female_pupil_total,female_stable,female_mobile,female_mobile_instances,male_pupil_total,male_stable,male_mobile,male_mobile_instances,asian_pupil_total,asian_stable,asian_mobile,asian_mobile_instances,black_pupil_total,black_stable,black_mobile,black_mobile_instances,hispanic_pupil_total,hispanic_stable,hispanic_mobile,hispanic_mobile_instances,white_pupil_total,white_stable,white_mobile,white_mobile_instances,disabled_grad_base_total,disabled_graduated,disabled_completed,limited_eng_grad_base_total,limited_eng_graduated,limited_eng_completed,poor_grad_base_total,poor_graduated,poor_completed,migrant_grad_base_total,migrant_graduated,migrant_completed,title_1_grad_base_total,title_1_graduated,title_1_completed,homeless_grad_base_total,homeless_graduated,homeless_completed,gifted_grad_base_total,gifted_graduated,gifted_completed,stable_rate,mobile_rate,mobile_instances_rate,disabled_stable_rate,disabled_mobile_rate,disabled_mobile_instances_rate,disabled_graduated_rate,disabled_completed_rate,limited_eng_stable_rate,limited_eng_mobile_rate,limited_eng_mobile_instances_rate,limited_eng_graduated_rate,limited_eng_completed_rate,poor_stable_rate,poor_mobile_rate,poor_mobile_instances_rate,poor_graduated_rate,poor_completed_rate,migrant_stable_rate,migrant_mobile_rate,migrant_mobile_instances_rate,migrant_graduated_rate,migrant_completed_rate,title_1_stable_rate,title_1_mobile_rate,title_1_mobile_instances_rate,title_1_graduated_rate,title_1_completed_rate,homeless_stable_rate,homeless_mobile_rate,homeless_mobile_instances_rate,homeless_graduated_rate,homeless_completed_rate,gifted_stable_rate,gifted_mobile_rate,gifted_mobile_instances_rate,gifted_graduated_rate,gifted_completed_rate,female_stable_rate,female_mobile_rate,female_mobile_instances_rate,male_stable_rate,male_mobile_rate,male_mobile_instances_rate,female_stable_rate_rate,female_mobile_rate_rate,female_mobile_instances_rate_rate,white_stable_rate,white_mobile_rate,white_mobile_instances_rate,black_stable_rate,black_mobile_rate,black_mobile_instances_rate,hispanic_stable_rate,hispanic_mobile_rate,hispanic_mobile_instances_rate,asian_stable_rate,asian_mobile_rate,asian_mobile_instances_rate
LINCOLN,LIMON RE-4J,542,369,173,177,61,49,12,12,22,12,10,10,251,172,79,81,0,0,0,0,206,131,75,76,15,1,14,14,32,29,3,3,268,184,84,84,274,185,89,93,5,3,2,2,14,10,4,4,51,34,17,17,455,309,146,150,8,6,6,1,1,1,22,18,18,0,0,0,3,2,2,1,1,1,1,1,1,68.08,31.92,32.66,80.33,19.67,19.67,75.0,75.0,54.55,45.45,45.45,100.0,100.0,68.53,31.47,32.27,81.82,81.82,0.0,0.0,0.0,0.0,0.0,63.59,36.41,36.89,66.67,66.67,6.67,93.33,93.33,100.0,100.0,90.62,9.38,9.38,100.0,100.0,68.66,31.34,31.34,67.52,32.48,33.94,25.62,11.69,11.69,67.91,32.09,32.97,71.43,28.57,28.57,66.67,33.33,33.33,60.0,40.0,40.0
LINCOLN,KARVAL RE-23,265,93,172,176,27,9,18,18,0,0,0,0,71,31,40,41,0,0,0,0,3,3,0,0,2,0,2,2,2,2,0,0,127,48,79,81,138,45,93,95,5,3,2,2,6,2,4,4,22,5,17,17,229,82,147,151,2,1,1,1,0,0,20,11,13,0,0,0,3,1,2,3,2,2,1,1,1,35.09,64.91,66.42,33.33,66.67,66.67,50.0,50.0,0.0,0.0,0.0,0.0,0.0,43.66,56.34,57.75,55.0,65.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.33,66.67,0.0,100.0,100.0,66.67,66.67,100.0,0.0,0.0,100.0,100.0,37.8,62.2,63.78,32.61,67.39,68.84,29.76,48.98,50.22,35.81,64.19,65.94,33.33,66.67,66.67,22.73,77.27,77.27,60.0,40.0,40.0
LOGAN,VALLEY RE-1,2501,1916,583,630,301,239,61,70,165,131,34,35,1233,936,295,323,9,5,4,4,1150,883,267,286,20,7,13,16,176,162,14,15,1195,911,283,309,1306,1005,300,321,17,10,7,7,20,10,10,11,638,490,147,160,1732,1341,390,421,22,12,14,3,2,2,87,56,61,3,2,2,2,1,1,4,2,3,27,25,25,76.61,23.31,25.19,79.4,20.27,23.26,54.55,63.64,79.39,20.61,21.21,66.67,66.67,75.91,23.93,26.2,64.37,70.11,55.56,44.44,44.44,66.67,66.67,76.78,23.22,24.87,50.0,50.0,35.0,65.0,80.0,50.0,75.0,92.05,7.95,8.52,92.59,92.59,76.23,23.68,25.86,76.95,22.97,24.58,6.38,1.98,2.16,77.42,22.52,24.31,50.0,50.0,55.0,76.8,23.04,25.08,58.82,41.18,41.18
LOGAN,FRENCHMAN RE-3,196,153,43,44,21,14,7,7,1,1,0,0,95,68,27,27,0,0,0,0,29,19,10,10,0,0,0,0,6,6,0,0,102,79,23,24,94,74,20,20,2,1,1,1,1,0,1,1,24,19,5,5,167,131,36,37,2,2,2,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,78.06,21.94,22.45,66.67,33.33,33.33,100.0,100.0,100.0,0.0,0.0,0.0,0.0,71.58,28.42,28.42,100.0,100.0,0.0,0.0,0.0,0.0,0.0,65.52,34.48,34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,77.45,22.55,23.53,78.72,21.28,21.28,75.93,22.11,23.07,78.44,21.56,22.16,0.0,100.0,100.0,79.17,20.83,20.83,50.0,50.0,50.0
LOGAN,BUFFALO RE-4J,339,279,60,60,33,23,10,10,6,2,4,4,119,88,31,31,0,0,0,0,51,38,13,13,0,0,0,0,8,8,0,0,162,136,26,26,177,143,34,34,4,2,2,2,10,10,0,0,30,22,8,8,288,238,50,50,2,2,2,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,82.3,17.7,17.7,69.7,30.3,30.3,100.0,100.0,33.33,66.67,66.67,0.0,0.0,73.95,26.05,26.05,100.0,100.0,0.0,0.0,0.0,0.0,0.0,74.51,25.49,25.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,83.95,16.05,16.05,80.79,19.21,19.21,51.82,9.91,9.91,82.64,17.36,17.36,100.0,0.0,0.0,73.33,26.67,26.67,50.0,50.0,50.0
LOGAN,PLATEAU RE-5,192,151,41,42,17,15,2,2,1,1,0,0,77,64,13,14,0,0,0,0,14,13,1,1,0,0,0,0,9,9,0,0,77,58,19,19,115,93,22,23,0,0,0,0,0,0,0,0,6,2,4,4,183,146,37,38,0,0,0,0,0,0,4,4,4,0,0,0,2,2,2,0,0,0,1,1,1,78.65,21.35,21.88,88.24,11.76,11.76,0.0,0.0,100.0,0.0,0.0,0.0,0.0,83.12,16.88,18.18,100.0,100.0,0.0,0.0,0.0,0.0,0.0,92.86,7.14,7.14,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,75.32,24.68,24.68,80.87,19.13,20.0,97.82,32.05,32.05,79.78,20.22,20.77,0.0,0.0,0.0,33.33,66.67,66.67,0.0,0.0,0.0
MESA,DE BEQUE 49JT,149,73,76,81,12,4,8,8,2,2,0,0,72,32,40,44,0,0,0,0,40,27,13,14,0,0,0,0,3,3,0,0,59,29,30,32,90,44,46,49,0,0,0,0,0,0,0,0,17,6,11,11,126,65,61,66,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,2,2,2,48.99,51.01,54.36,33.33,66.67,66.67,0.0,0.0,100.0,0.0,0.0,0.0,0.0,44.44,55.56,61.11,75.0,75.0,0.0,0.0,0.0,0.0,0.0,67.5,32.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,49.15,50.85,54.24,48.89,51.11,54.44,83.31,86.19,91.93,51.59,48.41,52.38,0.0,0.0,0.0,35.29,64.71,64.71,0.0,0.0,0.0
MESA,PLATEAU VALLEY 50,653,359,294,299,64,28,36,36,17,8,9,9,160,99,61,62,0,0,0,0,72,59,13,13,0,0,0,0,2,1,1,1,276,159,117,119,377,200,177,180,4,3,1,1,35,13,22,23,137,60,77,77,459,276,183,186,23,5,5,5,0,0,67,17,29,0,0,0,18,7,9,3,0,0,2,1,2,54.98,45.02,45.79,43.75,56.25,56.25,21.74,21.74,47.06,52.94,52.94,0.0,0.0,61.88,38.12,38.75,25.37,43.28,0.0,0.0,0.0,0.0,0.0,81.94,18.06,18.06,38.89,50.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,100.0,57.61,42.39,43.12,53.05,46.95,47.75,20.87,15.36,15.62,60.13,39.87,40.52,37.14,62.86,65.71,43.8,56.2,56.2,75.0,25.0,25.0
MESA,MESA COUNTY VALLEY 51,23983,18809,5029,5806,2376,1969,390,473,1566,1238,322,387,494,280,207,259,110,72,37,46,4575,3536,980,1180,388,209,173,216,1267,1177,87,102,11660,9151,2435,2800,12323,9658,2594,3006,187,142,45,48,172,126,43,49,5205,4136,1033,1250,17270,13579,3590,4090,192,111,114,100,64,66,538,365,379,16,10,10,9,4,5,65,34,38,133,129,129,78.43,20.97,24.21,82.87,16.41,19.91,57.81,59.38,79.05,20.56,24.71,64.0,66.0,56.68,41.9,52.43,67.84,70.45,65.45,33.64,41.82,62.5,62.5,77.29,21.42,25.79,44.44,55.56,53.87,44.59,55.67,52.31,58.46,92.9,6.87,8.05,96.99,96.99,78.48,20.88,24.01,78.37,21.05,24.39,0.67,0.18,0.21,78.63,20.79,23.68,73.26,25.0,28.49,79.46,19.85,24.02,75.94,24.06,25.67
MINERAL,CREEDE SCHOOL DISTRICT,104,64,40,40,3,2,1,1,0,0,0,0,48,32,16,16,0,0,0,0,104,64,40,40,0,0,0,0,4,3,1,1,48,30,18,18,56,34,22,22,1,0,1,1,0,0,0,0,18,9,9,9,81,54,27,27,0,0,0,0,0,0,2,1,1,0,0,0,9,8,8,0,0,0,0,0,0,61.54,38.46,38.46,66.67,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,33.33,50.0,50.0,0.0,0.0,0.0,0.0,0.0,61.54,38.46,38.46,88.89,88.89,0.0,0.0,0.0,0.0,0.0,75.0,25.0,25.0,0.0,0.0,62.5,37.5,37.5,60.71,39.29,39.29,130.21,78.12,78.12,66.67,33.33,33.33,0.0,0.0,0.0,50.0,50.0,50.0,0.0,100.0,100.0
MOFFAT,MOFFAT COUNTY RE:NO 1,2448,1875,573,638,213,164,50,56,254,194,59,75,1113,864,249,300,0,0,0,0,126,111,15,19,32,7,24,31,94,81,13,15,1163,889,275,312,1285,986,298,326,8,6,3,4,10,8,2,2,507,384,122,141,1850,1421,429,472,10,8,8,4,3,3,68,44,46,0,0,0,0,0,0,8,2,2,2,2,2,76.59,23.41,26.06,77.0,23.47,26.29,80.0,80.0,76.38,23.23,29.53,75.0,75.0,77.63,22.37,26.95,64.71,67.65,0.0,0.0,0.0,0.0,0.0,88.1,11.9,15.08,0.0,0.0,21.88,75.0,96.88,25.0,25.0,86.17,13.83,15.96,100.0,100.0,76.44,23.65,26.83,76.73,23.19,25.37,6.57,2.03,2.31,76.81,23.19,25.51,80.0,20.0,20.0,75.74,24.06,27.81,75.0,37.5,50.0
MONTEZUMA,MONTEZUMA-CORTEZ RE-1,3250,2246,986,1119,316,245,69,80,276,183,92,102,1950,1382,556,653,7,7,0,0,1515,1108,389,449,0,0,0,0,165,144,21,22,1574,1084,481,538,1676,1162,505,581,15,11,4,4,15,14,1,2,577,416,157,175,1677,1176,488,543,27,11,11,41,14,14,132,55,59,0,0,0,0,0,0,1,0,0,13,12,12,69.11,30.34,34.43,77.53,21.84,25.32,40.74,40.74,66.3,33.33,36.96,34.15,34.15,70.87,28.51,33.49,41.67,44.7,100.0,0.0,0.0,0.0,0.0,73.14,25.68,29.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27,12.73,13.33,92.31,92.31,68.87,30.56,34.18,69.33,30.13,34.67,4.38,1.94,2.17,70.13,29.1,32.38,93.33,6.67,13.33,72.1,27.21,30.33,73.33,26.67,26.67
MONTEZUMA,DOLORES RE-4A,780,552,228,230,65,43,22,22,9,8,1,1,337,232,105,107,0,0,0,0,415,287,128,128,0,0,0,0,36,31,5,5,374,265,109,110,406,287,119,120,5,3,2,2,6,4,2,2,63,45,18,18,666,477,189,191,1,0,0,2,1,2,21,17,18,0,0,0,0,0,0,0,0,0,4,4,4,70.77,29.23,29.49,66.15,33.85,33.85,0.0,0.0,88.89,11.11,11.11,50.0,100.0,68.84,31.16,31.75,80.95,85.71,0.0,0.0,0.0,0.0,0.0,69.16,30.84,30.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.11,13.89,13.89,100.0,100.0,70.86,29.14,29.41,70.69,29.31,29.56,18.95,7.79,7.86,71.62,28.38,28.68,66.67,33.33,33.33,71.43,28.57,28.57,60.0,40.0,40.0
